"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"2481",155,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2482",3610,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2483",7.1,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2484",677,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2485",2150,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2486",0,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2487",258,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2488",30,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2489",1,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2490",17,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2491",150,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2492",1.1,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2493",32,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2494",1030,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2495",5.7,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2496",158,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2497",760,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2498",2.2,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2499",80,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2500",180,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2501",3.6,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2502",92,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2503",880,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2504",1.9,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2505",186,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2506",4650,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2507",12.8,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2508",835,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2509",2910,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2510",2.2,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2511",338,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2512",1.2,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"2513",0,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2514",0.2,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2515",0.5,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2516",62.9,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"2517",25.2,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2518",11.2,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2519",8.7,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2520",2370,"C","Number of transactions","101","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2521",36.6,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2522",1209,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2523",0,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2524",2276,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2525",8250,"C","Number of transactions","101","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2526",1.5,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2527",1776,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2528",37030,"C","Number of transactions","101","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2529",72.1,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2530",7822,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2531",18600,"C","Number of transactions","101","0","","202021","2020-21","300","","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2532",15.3,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2533",249,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2534",11.5,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2535",321,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2536",480,"C","Number of transactions","101","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2537",78.4,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2538",1919,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2539",7870,"C","Number of transactions","101","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2540",25.3,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2541",800,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2542",1510,"C","Number of transactions","101","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2543",11200,"C","Number of transactions","101","0","","202021","2020-21","300","","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2544",2840,"C","Number of transactions","101","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2545",51.9,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2546",1458,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2547",25.4,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2548",3076,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2549",9760,"C","Number of transactions","101","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2550",13,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2551",2097,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2552",48230,"C","Number of transactions","101","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2553",150.5,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2554",9741,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2555",26470,"C","Number of transactions","101","0","","202021","2020-21","300","","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2556",15.6,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"2557",0.1,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2558",0.3,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2559",6.6,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2560",1.9,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"2561",0.8,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2562",0.3,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2563",0.2,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2564",40,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2565",0.8,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2566",22,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2567",260,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2568",0.3,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2569",55,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2570",1340,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2571",2,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2572",222,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2573",900,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2574",0,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2575",101,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2576",20,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2577",0.4,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2578",7,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2579",60,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2580",0.4,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2581",13,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2582",420,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2583",2.6,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2584",67,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2585",300,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2586",0.8,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2587",29,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2588",60,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2589",1.1,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2590",29,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2591",320,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2592",0.7,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2593",68,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2594",1760,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2595",4.6,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2596",289,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2597",1200,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2598",0.8,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2599",130,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2600",0.7,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"2601",0,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2602",0.1,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2603",0.2,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2604",3.7,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"2605",1.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2606",0.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2607",0.4,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2608",120,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2609",1.9,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2610",63,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2611",0,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2612",162,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2613",520,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2614",0,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2615",111,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2616",2460,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2617",4.2,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2618",505,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2619",1310,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2620",0.8,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2621",15,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2622",0.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2623",19,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2624",30,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2625",4.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2626",130,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2627",570,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2628",1.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2629",56,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2630",90,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2631",770,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2632",150,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2633",2.7,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2634",77,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2635",1.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2636",217,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2637",610,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2638",0.6,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2639",131,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2640",3240,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2641",8.8,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2642",635,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2643",1880,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2644",0.9,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"2645",0,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2646",0,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
